Year,Month,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORT,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVE,EFFECT,EFFD
1957,5,5/3/1957,16100,50,495,415,146,1080,2136,18286,66,0,2542,0,2608,2050,434,0,1616,6807,5285,8891,14062,0.14,23,17206,18
1957,5,5/4/1957,17500,44,451,366,146,1070,2033,19577,72,0,2475,0,2547,2100,434,0,1666,7217,5620,9861,15364,0.13,22,18507,17
1957,5,5/5/1957,17100,36,415,404,146,1090,2055,19191,79,0,2478,0,2557,2100,434,0,1666,7100,5515,9570,14968,0.13,22,18101,17
1957,5,5/6/1957,16700,36,412,382,146,1070,2010,18746,79,0,2487,0,2566,2100,434,0,1666,6983,5344,9287,14514,0.13,23,17676,18
1957,5,5/7/1957,17200,35,424,362,146,1010,1942,19177,78,0,2479,0,2557,2150,0,0,2150,7129,5117,9504,14470,0.13,25,18167,20
1957,5,5/8/1957,17500,30,433,362,146,918,1859,19389,71,0,2477,0,2548,2150,0,0,2150,7217,5131,9711,14691,0.13,24,18471,20
1957,5,5/9/1957,17900,23,433,362,146,1030,1971,19894,65,0,2405,0,2470,2200,372,0,1828,7334,5647,10077,15596,0.12,22,18864,17
1957,5,5/10/1957,18900,23,442,367,146,1370,2325,21248,64,0,2548,0,2612,2200,372,0,1828,7627,6152,10784,16808,0.12,21,19878,15
1957,5,5/11/1957,19000,35,418,390,146,1460,2414,21449,64,0,2530,0,2594,2250,496,0,1754,7657,6337,10887,17101,0.12,20,19989,14
1957,5,5/12/1957,18800,56,397,394,146,1340,2277,21133,63,0,2530,0,2593,2300,496,0,1804,7598,6109,10753,16736,0.12,21,19793,15
1957,5,5/13/1957,18900,102,382,394,146,1350,2272,21274,59,0,2419,0,2478,2300,496,0,1804,7627,6248,10870,16992,0.11,20,19924,15
1957,5,5/14/1957,20500,107,362,374,146,1240,2122,22729,62,0,2280,0,2342,2350,124,0,2226,8096,6429,11888,18161,0.1,20,21489,15
1957,5,5/15/1957,20900,91,382,379,146,1330,2237,23228,62,0,2135,0,2197,2350,372,0,1978,8213,6967,12224,19053,0.09,18,21898,13
1957,5,5/16/1957,21100,96,351,382,146,1470,2349,23545,66,0,2013,0,2079,2400,248,0,2152,8272,7143,12321,19314,0.09,18,22075,13
1957,5,5/17/1957,21000,129,320,304,146,1490,2260,23389,62,0,2029,0,2091,2450,248,0,2202,8243,6981,12269,19096,0.09,18,21899,13
1957,5,5/18/1957,21000,128,348,529,146,1630,2653,23781,61,0,2028,0,2089,2450,1178,0,1272,6317,6054,14455,20420,0.09,14,22151,8
1957,5,5/19/1957,34000,182,2130,515,146,1960,4751,38933,57,0,2019,0,2076,2500,4031,0,-1531,5351,9021,29260,38388,0.05,1,37889,-1
1957,5,5/20/1957,53400,383,2400,515,146,3520,6581,60364,55,0,1739,0,1794,2550,5892,0,-3342,7931,14890,46788,61912,0.03,-3,58577,-6
1957,5,5/21/1957,65200,1077,2220,513,146,5590,8469,74746,56,0,1667,0,1723,2550,8063,0,-5513,9500,19829,58321,78536,0.02,-5,71939,-9
1957,5,5/22/1957,63300,4116,1880,511,146,6490,9027,76443,55,0,1572,0,1627,2600,8063,0,-5463,9247,20198,59699,80279,0.02,-5,73044,-10
1957,5,5/23/1957,63100,6275,1580,519,146,6180,8425,77800,54,0,1433,0,1487,2650,7133,0,-4483,9221,19073,61409,80796,0.02,-4,74455,-9
1957,5,5/24/1957,59100,3943,1360,511,146,5390,7407,70450,53,0,1401,0,1454,2700,4280,0,-1580,8689,15669,54796,70576,0.02,0,67184,-5
1957,5,5/25/1957,52400,2240,1140,503,146,5250,7039,61679,55,0,1201,0,1256,2750,2171,0,579,7798,13205,46680,59844,0.02,3,58180,-3
1957,5,5/26/1957,46900,1750,998,499,146,4910,6553,55203,55,0,1203,0,1258,2750,0,0,2750,7066,10574,40814,51195,0.02,7,51599,1
1957,5,5/27/1957,42400,1500,912,361,146,4390,5809,49709,61,0,1671,0,1732,2800,0,0,2800,6468,8725,36648,45177,0.03,9,46436,3
1957,5,5/28/1957,39800,1400,828,382,146,3870,5226,46426,65,0,1747,0,1812,2850,0,0,2850,6122,7684,34280,41764,0.04,10,43483,4
1957,5,5/29/1957,39100,1270,764,362,146,3730,5002,45372,65,0,2288,0,2353,2900,0,0,2900,6029,6793,33529,40119,0.05,12,42513,6
1957,5,5/30/1957,37600,1150,688,884,146,3520,5238,43988,68,0,2537,0,2605,2950,0,0,2950,5829,6545,32095,38433,0.06,13,40468,5
1957,5,5/31/1957,35700,801,638,1710,146,3080,5574,42075,73,0,2534,0,2607,3000,0,0,3000,5577,6594,30084,36468,0.06,13,38995,6
1957,6,6/1/1957,31700,553,603,2210,34,2910,5757,38010,77,0,2531,0,2608,3050,0,0,3050,5045,6212,26354,32352,0.07,15,35100,8
1957,6,6/2/1957,30500,348,558,2590,34,3390,6572,37420,86,0,2531,0,2617,3100,0,0,3100,4885,6825,25095,31703,0.07,15,34030,7
1957,6,6/3/1957,30200,174,508,3450,34,4320,8312,38686,90,0,2596,0,2686,3150,0,0,3150,4845,8424,24647,32850,0.07,15,35406,7
1957,6,6/4/1957,27900,110,479,4130,34,5140,9783,37793,96,0,2782,0,2878,3200,0,0,3200,4539,9364,22575,31715,0.07,16,33972,7
1957,6,6/5/1957,25400,78,454,3290,34,5640,9418,34896,101,0,2780,0,2881,3250,0,0,3250,4207,8632,20361,28765,0.08,18,30743,6
1957,6,6/6/1957,24200,64,421,2940,34,6390,9785,34049,99,0,2956,0,3055,3300,0,0,3300,4047,8632,19293,27694,0.09,19,29401,6
1957,6,6/7/1957,23400,66,379,2580,34,7800,10793,34259,93,0,3318,0,3411,3350,0,0,3350,3941,9146,18587,27498,0.1,20,28687,4
1957,6,6/8/1957,22100,69,346,1740,34,8450,10570,32739,92,0,3333,0,3425,3400,0,0,3400,3768,8703,17449,25914,0.1,21,26737,3
1957,6,6/9/1957,20700,72,318,1670,34,8690,10712,31484,89,0,3134,0,3223,3450,0,0,3450,3582,8829,16224,24811,0.1,21,25318,2
1957,6,6/10/1957,19700,74,318,2010,34,9260,11622,31396,90,0,3133,0,3223,3500,1489,0,2011,3449,10541,15762,26162,0.1,17,25075,-4
1957,6,6/11/1957,19500,72,340,1850,34,8370,10594,30166,89,0,3170,0,3259,3550,1489,0,2061,3422,9417,15573,24846,0.11,18,24416,-2
1957,6,6/12/1957,18500,50,282,945,34,5790,7051,25601,94,0,2866,0,2960,3600,1489,0,2111,5772,8491,12187,20530,0.11,20,21521,5
1957,6,6/13/1957,17700,46,236,1640,34,3780,5690,23436,96,0,2931,0,3027,3650,1489,0,2161,7276,8534,9865,18248,0.13,22,19656,7
1957,6,6/14/1957,15000,26,204,1460,34,2890,4588,19614,101,0,3025,0,3126,3700,1489,0,2211,6485,6510,7922,14277,0.15,27,16724,15
1957,6,6/15/1957,14800,19,187,1440,34,2730,4391,19210,103,0,2924,0,3027,3750,0,0,3750,6426,5353,7343,12433,0.15,35,16480,25
1957,6,6/16/1957,14200,21,175,980,34,3060,4249,18470,97,0,3014,0,3111,3800,0,0,3800,6250,4918,6907,11559,0.16,37,15410,25
1957,6,6/17/1957,14000,22,155,837,34,3110,4136,18158,98,0,3043,0,3141,3850,0,0,3850,6192,4685,6752,11167,0.17,39,15048,26
1957,6,6/18/1957,12500,23,148,539,34,2690,3411,15934,106,0,3117,0,3223,3900,0,0,3900,5752,3405,5679,8811,0.2,45,13244,33
1957,6,6/19/1957,11700,23,131,990,34,2210,3365,15088,112,0,3052,0,3164,3950,0,0,3950,5518,3152,5099,7974,0.2,47,12878,38
1957,6,6/20/1957,11300,22,121,920,34,1830,2905,14227,110,0,3154,0,3264,4000,0,0,4000,5400,2441,4802,6963,0.22,51,12397,44
1957,6,6/21/1957,10900,24,113,959,34,1590,2696,13620,112,0,3430,0,3542,4050,0,0,4050,5283,1805,4507,6028,0.25,56,12030,50
1957,6,6/22/1957,10600,30,108,872,34,1770,2784,13414,113,0,3597,0,3710,4100,0,0,4100,5195,1604,4287,5604,0.27,58,11644,52
1957,6,6/23/1957,10400,38,105,690,34,1960,2789,13227,112,0,3596,0,3708,4100,0,0,4100,5137,1553,4153,5419,0.27,59,11267,52
1957,6,6/24/1957,10200,42,105,413,34,1690,2242,12484,130,0,3602,0,3732,4150,0,0,4150,5078,891,4002,4602,0.29,63,10794,57
1957,6,6/25/1957,9800,42,87,511,34,1420,2052,11894,121,0,3605,0,3726,4200,0,0,4200,4961,557,3705,3968,0.3,67,10474,62
1957,6,6/26/1957,9460,40,74,465,34,1300,1873,11373,127,0,3515,0,3642,4200,0,0,4200,4861,362,3463,3531,0.31,69,10073,65
1957,6,6/27/1957,9420,36,62,394,34,1240,1730,11186,111,0,3617,0,3728,4250,0,0,4250,4850,90,3416,3208,0.32,71,9946,68
1957,6,6/28/1957,9270,40,75,342,34,1150,1601,10911,111,0,3624,0,3735,4250,0,0,4250,4806,-91,3314,2926,0.33,73,9761,70
1957,6,6/29/1957,9430,42,71,349,34,1070,1524,10996,110,0,3626,0,3736,4300,0,0,4300,4852,-155,3416,2960,0.33,73,9926,70
1957,6,6/30/1957,9350,35,58,314,34,1140,1546,10931,107,0,3620,0,3727,4300,0,0,4300,4829,-147,3352,2904,0.33,73,9791,70
1957,7,7/1/1957,9380,30,50,208,32,1400,1690,11100,129,0,3611,0,3740,4300,0,0,4300,4838,-7,3368,3060,0.33,72,9700,68
1957,7,7/2/1957,9170,30,38,130,32,1240,1440,10640,104,0,3540,0,3644,4300,0,0,4300,4776,-223,3220,2696,0.33,75,9400,71
1957,7,7/3/1957,9240,28,28,104,32,1160,1324,10592,109,0,3431,0,3540,4350,0,0,4350,4797,-247,3253,2702,0.32,74,9432,71
1957,7,7/4/1957,9350,25,39,83,32,1150,1304,10679,102,0,3520,0,3622,4350,0,0,4350,4829,-317,3328,2707,0.33,75,9529,72
1957,7,7/5/1957,9260,24,38,86,32,1160,1316,10600,109,0,3452,0,3561,4400,0,0,4400,4803,-302,3249,2639,0.33,75,9440,72
1957,7,7/6/1957,9460,23,32,84,32,1090,1238,10721,109,0,3311,0,3420,4400,0,0,4400,4861,-181,3390,2901,0.31,73,9631,70
1957,7,7/7/1957,9320,22,15,85,32,1090,1222,10564,106,0,3315,0,3421,4400,0,0,4400,4820,-239,3290,2743,0.31,74,9474,71
1957,7,7/8/1957,9140,23,33,88,32,1100,1253,10416,111,0,3321,0,3432,4400,0,0,4400,4768,-271,3163,2584,0.32,75,9316,72
1957,7,7/9/1957,9080,26,21,81,32,1050,1184,10290,106,0,3320,0,3426,4400,0,0,4400,4750,-352,3124,2464,0.32,76,9240,73
1957,7,7/10/1957,9090,25,13,80,32,954,1079,10194,114,0,3361,0,3475,4400,0,0,4400,4753,-503,3130,2319,0.33,77,9240,75
1957,7,7/11/1957,8890,25,7,82,32,876,997,9912,115,0,3443,0,3558,4400,0,0,4400,4694,-727,2989,1954,0.35,80,9036,78
1957,7,7/12/1957,8890,23,0,86,32,804,922,9835,117,0,3631,0,3748,4400,0,0,4400,4694,-992,2987,1687,0.37,83,9031,81
1957,7,7/13/1957,8730,21,0,92,32,744,868,9619,122,0,3651,0,3773,4400,0,0,4400,4647,-1118,2872,1446,0.38,85,8875,84
1957,7,7/14/1957,8870,21,0,105,32,756,893,9784,118,0,3664,0,3782,4400,0,0,4400,4688,-1061,2971,1602,0.37,84,9028,82
1957,7,7/15/1957,8930,21,0,107,32,964,1103,10054,117,0,3662,0,3779,4400,0,0,4400,4706,-830,3013,1875,0.36,81,9090,79
1957,7,7/16/1957,8810,20,0,92,32,780,904,9734,121,0,3659,0,3780,4400,0,0,4400,4671,-1065,2927,1554,0.38,84,8954,83
1957,7,7/17/1957,9030,19,0,82,32,708,822,9871,115,0,3660,0,3775,4400,0,0,4400,4735,-1078,3082,1696,0.37,83,9163,81
1957,7,7/18/1957,9210,19,0,85,32,720,837,10066,117,0,3512,0,3629,4400,0,0,4400,4788,-864,3209,2037,0.35,80,9346,78
1957,7,7/19/1957,9250,19,0,82,32,690,804,10073,123,0,3503,0,3626,4400,0,0,4400,4800,-882,3237,2047,0.35,80,9383,78
1957,7,7/20/1957,9250,19,0,89,32,638,759,10028,135,0,3509,0,3644,4350,0,0,4350,4800,-913,3251,2034,0.35,80,9390,78
1957,7,7/21/1957,9220,20,0,151,32,744,927,10167,128,0,3514,0,3642,4350,0,0,4350,4791,-752,3231,2175,0.35,79,9423,77
1957,7,7/22/1957,9780,24,0,89,32,888,1009,10813,127,0,3450,0,3577,4350,0,0,4350,4955,-441,3631,2886,0.32,73,9925,71
1957,7,7/23/1957,9790,28,0,92,32,888,1012,10830,127,0,3385,0,3512,4350,0,0,4350,4958,-370,3642,2968,0.31,73,9942,70
1957,7,7/24/1957,9790,24,0,86,32,762,880,10694,132,0,3381,0,3513,4350,0,0,4350,4958,-503,3638,2831,0.32,74,9932,71
1957,7,7/25/1957,9670,23,0,79,32,684,795,10488,131,0,3366,0,3497,4300,0,0,4300,4923,-574,3566,2691,0.32,74,9804,73
1957,7,7/26/1957,9920,23,0,84,32,632,748,10691,135,0,3326,0,3461,4300,0,0,4300,4996,-512,3743,2930,0.31,73,10059,71
1957,7,7/27/1957,9680,26,0,88,32,654,774,10480,130,0,3328,0,3458,4300,0,0,4300,4926,-553,3576,2722,0.32,74,9826,72
1957,7,7/28/1957,9740,28,0,98,32,696,826,10594,128,0,3328,0,3456,4250,0,0,4250,4943,-450,3635,2888,0.31,73,9898,71
1957,7,7/29/1957,9720,26,0,111,32,768,911,10657,128,0,3340,0,3468,4250,0,0,4250,4937,-383,3619,2939,0.31,72,9889,70
1957,7,7/30/1957,9740,25,0,103,32,744,879,10644,128,0,3445,0,3573,4250,0,0,4250,4943,-514,3632,2821,0.32,73,9900,72
1957,7,7/31/1957,9800,26,0,102,32,684,818,10644,132,0,3667,0,3799,4200,0,0,4200,4961,-750,3689,2645,0.34,75,9960,73
1957,8,8/1/1957,9560,29,0,101,16,605,722,10311,105,0,3530,0,3635,4200,0,0,4200,4891,-752,3522,2476,0.34,76,9706,74
1957,8,8/2/1957,9480,26,0,76,16,570,662,10168,140,0,3529,0,3669,4200,0,0,4200,4867,-870,3463,2299,0.35,77,9598,76
1957,8,8/3/1957,9310,24,0,73,16,555,644,9978,131,0,3536,0,3667,4150,0,0,4150,4817,-904,3355,2161,0.35,78,9423,77
1957,8,8/4/1957,9330,23,0,87,16,565,668,10021,135,0,3541,0,3676,4150,0,0,4150,4823,-883,3368,2195,0.35,78,9456,77
1957,8,8/5/1957,9570,23,0,97,16,672,785,10378,128,0,3541,0,3669,4100,0,0,4100,4894,-655,3551,2609,0.34,75,9706,73
1957,8,8/6/1957,9630,24,0,103,16,690,809,10463,121,0,3406,0,3527,4100,0,0,4100,4911,-472,3595,2836,0.33,73,9773,71
1957,8,8/7/1957,9670,25,0,109,16,666,791,10486,124,0,3337,0,3461,4050,0,0,4050,4923,-380,3638,2975,0.32,72,9820,70
1957,8,8/8/1957,9480,25,0,106,16,732,854,10359,126,0,3313,0,3439,4050,0,0,4050,4867,-351,3504,2870,0.32,72,9627,70
1957,8,8/9/1957,9430,25,0,91,16,780,887,10342,132,0,3310,0,3442,4000,0,0,4000,4852,-303,3483,2900,0.32,72,9562,70
1957,8,8/10/1957,9670,25,0,102,16,804,922,10617,131,0,3208,0,3339,4000,0,0,4000,4923,-94,3652,3278,0.3,69,9813,67
1957,8,8/11/1957,9890,25,0,119,16,846,981,10896,125,0,3206,0,3331,3950,0,0,3950,4987,70,3822,3615,0.29,67,10050,64
1957,8,8/12/1957,9980,23,0,116,16,936,1068,11071,121,0,3212,0,3333,3950,0,0,3950,5014,182,3883,3788,0.29,66,10135,63
1957,8,8/13/1957,10000,21,0,97,16,964,1077,11098,125,0,2972,0,3097,3900,0,0,3900,5020,465,3909,4101,0.27,63,10134,60
1957,8,8/14/1957,9810,21,0,91,16,728,835,10666,127,0,2974,0,3101,3850,0,0,3850,4964,196,3789,3715,0.28,65,9938,63
1957,8,8/15/1957,9870,21,0,98,16,660,774,10665,124,0,2975,0,3099,3850,0,0,3850,4981,154,3832,3716,0.28,65,10005,63
1957,8,8/16/1957,9660,20,0,181,16,666,863,10543,121,0,2972,0,3093,3800,0,0,3800,4920,220,3696,3650,0.28,65,9877,63
1957,8,8/17/1957,9840,19,0,171,16,649,836,10695,119,0,3036,0,3155,3800,0,0,3800,4973,184,3822,3740,0.28,65,10046,63
1957,8,8/18/1957,9960,19,0,176,16,786,978,10957,119,0,3037,0,3156,3750,0,0,3750,5008,393,3921,4051,0.28,63,10171,60
1957,8,8/19/1957,9690,19,0,163,16,924,1103,10812,119,0,3041,0,3160,3700,0,0,3700,4929,467,3744,3952,0.28,63,9888,60
1957,8,8/20/1957,9890,19,0,138,16,858,1012,10921,118,0,3044,0,3162,3700,0,0,3700,4987,432,3886,4059,0.28,63,10063,60
1957,8,8/21/1957,9770,20,0,124,16,798,938,10728,118,0,3044,0,3162,3650,0,0,3650,4952,356,3816,3916,0.28,63,9930,61
1957,8,8/22/1957,9780,24,0,116,16,822,954,10758,119,0,2978,0,3097,3600,0,0,3600,4955,472,3841,4061,0.28,62,9936,59
1957,8,8/23/1957,9620,28,0,128,16,738,882,10530,121,0,2879,0,3000,3600,0,0,3600,4908,450,3732,3930,0.27,63,9792,60
1957,8,8/24/1957,9600,24,0,156,16,732,904,10528,123,0,2782,0,2905,3550,0,0,3550,4902,594,3728,4073,0.26,61,9796,58
1957,8,8/25/1957,9790,23,0,168,16,762,946,10759,120,0,2787,0,2907,3500,0,0,3500,4958,722,3875,4352,0.26,60,9997,56
1957,8,8/26/1957,9810,23,0,181,16,822,1019,10852,119,0,2687,0,2806,3450,0,0,3450,4964,935,3903,4596,0.25,58,10030,54
1957,8,8/27/1957,9670,26,0,159,16,810,985,10681,116,0,2681,0,2797,3450,0,0,3450,4923,869,3807,4434,0.25,58,9871,55
1957,8,8/28/1957,9860,28,0,145,16,750,911,10799,117,0,2676,0,2793,3400,0,0,3400,4978,886,3958,4606,0.25,57,10049,54
1957,8,8/29/1957,10000,26,0,148,16,810,974,11000,119,0,2503,0,2622,3350,0,0,3350,5020,1195,4068,5028,0.23,54,10190,51
1957,8,8/30/1957,10200,25,0,152,16,846,1014,11239,114,0,2402,0,2516,3300,0,0,3300,5078,1431,4223,5423,0.21,52,10393,48
1957,8,8/31/1957,10200,26,0,169,16,894,1079,11305,108,0,2402,0,2510,3250,0,0,3250,5078,1535,4238,5545,0.21,51,10411,47
1957,9,9/1/1957,10200,46,0,251,0,1010,1261,11507,107,0,2253,0,2360,3200,0,0,3200,5078,1899,4272,5947,0.2,48,10497,43
1957,9,9/2/1957,10100,54,0,171,0,1120,1291,11445,105,0,2257,0,2362,3200,0,0,3200,5049,1898,4209,5883,0.2,49,10325,43
1957,9,9/3/1957,10000,52,0,156,0,1050,1206,11258,110,0,2049,0,2159,3150,0,0,3150,5020,2020,4150,5949,0.18,47,10208,42
1957,9,9/4/1957,10200,46,0,147,0,990,1137,11383,116,0,1872,0,1988,3100,0,0,3100,5078,2212,4300,6295,0.16,45,10393,39
1957,9,9/5/1957,10200,50,0,148,0,936,1084,11334,120,0,1870,0,1990,3050,0,0,3050,5078,2190,4318,6294,0.16,44,10398,39
1957,9,9/6/1957,10800,50,0,167,0,918,1085,11935,120,0,1798,0,1918,3000,0,0,3000,5254,2471,4756,7017,0.15,41,11017,36
1957,9,9/7/1957,10700,48,0,161,0,924,1085,11833,121,0,1725,0,1846,2950,0,0,2950,5225,2547,4697,7037,0.15,41,10909,35
1957,9,9/8/1957,10700,54,0,161,0,1020,1181,11935,126,0,1728,0,1854,2900,0,0,2900,5225,2667,4717,7181,0.14,40,10915,34
1957,9,9/9/1957,11300,60,0,163,0,1060,1223,12583,125,0,1723,0,1848,2900,0,0,2900,5400,2890,5148,7835,0.14,38,11523,32
1957,9,9/10/1957,11500,75,0,161,0,942,1103,12678,121,0,1675,0,1796,2850,0,0,2850,5459,2914,5318,8032,0.13,37,11736,32
1957,9,9/11/1957,11400,77,0,170,0,966,1136,12613,116,0,1374,0,1490,2800,0,0,2800,5430,3256,5263,8323,0.11,34,11647,29
1957,9,9/12/1957,11400,66,0,183,0,990,1173,12639,114,0,1729,0,1843,2750,0,0,2750,5430,2973,5266,8046,0.14,36,11649,31
1957,9,9/13/1957,11500,52,0,185,0,1030,1215,12767,119,0,1868,0,1987,2700,0,0,2700,5459,2932,5337,8080,0.15,37,11737,31
1957,9,9/14/1957,12100,45,0,205,0,1010,1215,13360,116,0,1942,0,2058,2650,0,0,2650,5635,3070,5768,8652,0.15,35,12350,30
1957,9,9/15/1957,12400,46,0,227,0,1050,1277,13723,113,0,1728,0,1841,2600,0,0,2600,5723,3469,5995,9282,0.13,32,12673,27
1957,9,9/16/1957,12700,50,0,254,0,1190,1444,14194,101,0,1726,0,1827,2600,0,0,2600,5811,3738,6211,9767,0.12,31,13004,25
1957,9,9/17/1957,13000,57,0,239,0,1160,1399,14456,114,0,1731,0,1845,2550,0,0,2550,5794,3691,6549,10061,0.12,30,13296,24
1957,9,9/18/1957,13200,50,0,229,0,1190,1419,14669,115,0,1731,0,1846,2500,0,0,2500,5957,3905,6593,10323,0.12,30,13479,23
1957,9,9/19/1957,13300,42,0,240,0,1220,1460,14802,113,0,1730,0,1843,2450,0,0,2450,5986,4011,6670,10509,0.12,29,13582,23
1957,9,9/20/1957,13300,38,0,218,0,1260,1478,14816,108,0,1730,0,1838,2450,0,0,2450,5986,4034,6666,10528,0.12,29,13556,22
1957,9,9/21/1957,13400,38,0,240,0,1350,1590,15028,108,0,1828,0,1936,2400,0,0,2400,6016,4110,6750,10692,0.12,29,13678,22
1957,9,9/22/1957,13200,36,0,310,0,1370,1680,14916,107,0,1827,0,1934,2350,0,0,2350,5957,4176,6621,10632,0.12,29,13546,22
1957,9,9/23/1957,12900,35,0,271,0,1410,1681,14616,109,0,1862,0,1971,2350,0,0,2350,5869,4052,6408,10295,0.13,30,13206,22
1957,9,9/24/1957,12700,30,0,264,0,1280,1544,14274,109,0,1893,0,2002,2300,0,0,2300,5811,3858,6275,9972,0.13,30,12994,23
1957,9,9/25/1957,12700,29,0,260,0,1240,1500,14229,108,0,1965,0,2073,2250,0,0,2250,5811,3776,6288,9906,0.14,30,12989,24
1957,9,9/26/1957,12300,28,0,269,0,1240,1509,13837,107,0,2026,0,2133,2250,0,0,2250,5693,3607,6005,9454,0.15,32,12597,25
1957,9,9/27/1957,12200,26,0,261,0,1280,1541,13767,102,0,2029,0,2131,2200,0,0,2200,5664,3644,5946,9436,0.15,31,12487,24
1957,9,9/28/1957,12600,25,0,337,0,1350,1687,14312,103,0,2025,0,2128,2200,372,0,1828,5781,4152,6332,10356,0.14,28,12962,20
1957,9,9/29/1957,16400,53,0,343,0,1410,1753,18206,101,0,2525,0,2626,2150,372,0,1778,6895,4866,9060,13802,0.14,24,16796,18
1957,9,9/30/1957,16200,54,0,332,0,1490,1822,18076,97,0,2023,0,2120,2150,992,0,1158,6836,5785,9094,14798,0.11,18,16586,11
1957,10,10/1/1957,18100,33,0,361,16,1550,1927,20060,93,0,1892,0,1985,2150,992,0,1158,7393,6582,10416,16917,0.09,16,18510,9
1957,10,10/2/1957,17300,24,0,304,16,1540,1860,19184,93,0,1893,0,1986,2100,992,0,1108,4884,4038,12130,16090,0.1,16,17644,9
1957,10,10/3/1957,16600,25,0,250,16,1570,1836,18461,93,0,1860,0,1953,2050,620,0,1430,3036,1990,13189,15078,0.1,18,16891,11
1957,10,10/4/1957,15500,15,0,194,16,1590,1800,17315,87,0,1792,0,1879,2050,620,0,1430,2890,1882,12225,14006,0.1,19,15725,11
1957,10,10/5/1957,14800,13,0,226,16,1740,1982,16795,87,0,1727,0,1814,2000,0,0,2000,2797,1665,11456,12981,0.1,23,15055,14
1957,10,10/6/1957,14500,11,0,225,16,1700,1941,16452,85,0,1727,0,1812,2000,0,0,2000,2757,1586,11194,12640,0.1,23,14752,14
1957,10,10/7/1957,15300,10,0,232,16,1780,2028,17338,80,0,1718,0,1798,1950,0,0,1950,2863,1826,11901,13590,0.1,22,15558,13
1957,10,10/8/1957,15700,8,0,232,16,1590,1838,17546,81,0,1615,0,1696,1950,0,0,1950,2917,1792,12245,13900,0.09,21,15956,13
1957,10,10/9/1957,15300,8,0,225,16,1590,1831,17139,85,0,1473,0,1558,1950,0,0,1950,2863,1869,11899,13631,0.09,20,15549,12
1957,10,10/10/1957,14700,7,1,244,16,1700,1961,16668,81,0,1366,0,1447,1900,744,0,1156,2784,2547,11599,14065,0.08,16,14968,6
1957,10,10/11/1957,15300,35,3,268,16,2030,2317,17652,70,0,1367,0,1437,1900,4590,0,-2690,2863,5492,13225,18905,0.08,-7,16736,-13
1957,10,10/12/1957,17700,155,5,299,16,2560,2880,20735,63,0,1116,0,1179,1900,4590,0,-2690,3183,6633,15425,22246,0.05,-7,19475,-14
1957,10,10/13/1957,19100,170,7,309,16,2610,2942,22212,59,0,1116,0,1175,1900,7629,0,-5729,3369,8860,17505,26766,0.05,-21,21375,-25
1957,10,10/14/1957,19700,182,9,344,16,2940,3309,23191,71,0,1117,0,1188,1850,8931,0,-7081,3449,10173,18416,29084,0.05,-25,22342,-30
1957,10,10/15/1957,24400,331,18,322,16,3020,3376,28107,72,0,898,0,970,1850,8187,0,-6337,4074,10599,22431,33474,0.03,-19,27095,-24
1957,10,10/16/1957,27000,893,44,334,16,2880,3274,31167,74,0,719,0,793,1850,4341,0,-2491,4420,8520,24170,32865,0.02,-5,29669,-11
1957,10,10/17/1957,24500,1278,33,346,16,2460,2855,28633,83,0,646,0,729,1850,4341,0,-2491,4288,8033,22187,30395,0.02,-6,27408,-11
1957,10,10/18/1957,21800,1108,24,314,16,2150,2504,25412,48,0,646,0,694,1800,1302,0,498,3728,5214,19041,24220,0.03,5,23940,-1
1957,10,10/19/1957,20100,600,18,354,16,2040,2428,23128,49,0,574,0,623,1800,0,0,1800,3502,4137,16694,20705,0.02,10,21532,4
1957,10,10/20/1957,19100,264,16,350,16,2110,2492,21856,53,0,575,0,628,1800,0,0,1800,3369,4063,15491,19428,0.03,11,20215,4
1957,10,10/21/1957,17900,144,15,348,16,2000,2379,20423,71,0,574,0,645,1800,0,0,1800,3209,3773,14331,17978,0.03,12,18853,5
1957,10,10/22/1957,17400,87,16,350,16,1820,2202,19689,67,0,573,0,640,1800,0,0,1800,3143,3535,13840,17249,0.03,12,18236,5
1957,10,10/23/1957,17100,33,16,361,16,2030,2423,19556,63,0,573,0,636,1750,0,0,1750,3103,3753,13540,17170,0.03,12,17974,4
1957,10,10/24/1957,17700,53,17,356,16,2110,2499,20252,56,0,573,0,629,1750,868,0,882,3183,4480,14323,18741,0.03,7,18748,0
1957,10,10/25/1957,18000,27,18,360,16,2250,2644,20671,65,0,573,0,638,1750,868,0,882,3223,4656,14557,19151,0.03,7,19076,0
1957,10,10/26/1957,19000,23,18,373,16,2130,2537,21560,64,0,573,0,637,1750,868,0,882,3356,4683,15420,20041,0.03,7,20043,0
1957,10,10/27/1957,19100,26,19,376,16,2090,2501,21627,60,0,573,0,633,1750,868,0,882,3369,4664,15510,20112,0.03,7,20136,0
1957,10,10/28/1957,18400,27,18,378,16,2070,2482,20909,55,0,571,0,626,1750,868,0,882,3276,4559,14904,19401,0.03,7,19431,0
1957,10,10/29/1957,18000,20,17,370,16,2090,2493,20513,53,0,572,0,625,1700,0,0,1700,3223,3986,14321,18188,0.03,11,18900,4
1957,10,10/30/1957,18000,17,16,358,16,2000,2390,20407,56,0,572,0,628,1700,0,0,1700,3223,3880,14318,18079,0.03,11,18852,4
